timestamp,api_type,complexity,repository,execution,time_ms,size_bytes,status
2025-11-22T00:59:56.345827,REST,simple,tensorflow/tensorflow,35,403.67,6689,200
2025-11-22T00:59:57.188659,REST,medium,torvalds/linux,52,740.85,42339,200
2025-11-22T00:59:57.939783,GraphQL,complex,django/django,11,649.39,548,200
2025-11-22T01:00:00.721726,REST,complex,microsoft/vscode,70,2679.31,44432,200
2025-11-22T01:00:01.730836,REST,medium,python/cpython,15,908.24,50604,200
2025-11-22T01:00:02.271450,GraphQL,medium,kubernetes/kubernetes,70,440.08,1814,200
2025-11-22T01:00:03.096412,GraphQL,medium,microsoft/vscode,18,723.9,1589,200
2025-11-22T01:00:04.102691,GraphQL,complex,python/cpython,40,905.21,1164,200
2025-11-22T01:00:04.942230,GraphQL,complex,kubernetes/kubernetes,63,738.31,1146,200
2025-11-22T01:00:05.382791,GraphQL,medium,torvalds/linux,2,339.88,145,200
2025-11-22T01:00:05.837074,GraphQL,medium,django/django,21,353.64,173,200
2025-11-22T01:00:06.249886,GraphQL,simple,vuejs/vue,57,312.16,281,200
2025-11-22T01:00:09.277237,REST,complex,microsoft/vscode,69,2923.54,44432,200
2025-11-22T01:00:09.792321,GraphQL,medium,vuejs/vue,6,413.94,1808,200
2025-11-22T01:00:10.214737,GraphQL,medium,torvalds/linux,19,321.43,145,200
2025-11-22T01:00:12.111589,REST,medium,angular/angular,11,1794.68,62566,200
2025-11-22T01:00:12.608198,GraphQL,medium,django/django,31,395.54,173,200
2025-11-22T01:00:13.027734,GraphQL,simple,nodejs/node,16,318.53,249,200
2025-11-22T01:00:14.894848,GraphQL,complex,nodejs/node,32,1765.42,1297,200
2025-11-22T01:00:15.714804,GraphQL,complex,kubernetes/kubernetes,77,718.35,1146,200
2025-11-22T01:00:16.339098,GraphQL,medium,tensorflow/tensorflow,19,522.85,2204,200
2025-11-22T01:00:16.776243,GraphQL,simple,angular/angular,82,335.16,247,200
2025-11-22T01:00:17.511118,GraphQL,complex,nodejs/node,46,633.08,1297,200
2025-11-22T01:00:18.045225,GraphQL,medium,facebook/react,9,432.37,1798,200
2025-11-22T01:00:18.863526,GraphQL,complex,kubernetes/kubernetes,66,716.65,1146,200
2025-11-22T01:00:19.510690,GraphQL,simple,microsoft/vscode,4,545.5,228,200
2025-11-22T01:00:21.084654,REST,complex,vuejs/vue,50,1470.78,26712,200
2025-11-22T01:00:21.891447,GraphQL,complex,facebook/react,42,705.25,1192,200
2025-11-22T01:00:23.696243,REST,complex,python/cpython,71,1701.48,32734,200
2025-11-22T01:00:24.176365,GraphQL,medium,torvalds/linux,99,378.56,145,200
2025-11-22T01:00:25.927644,REST,complex,nodejs/node,18,1648.4,43776,200
2025-11-22T01:00:26.349012,GraphQL,simple,torvalds/linux,13,320.06,224,200
2025-11-22T01:00:28.208144,REST,complex,angular/angular,58,1757.98,39902,200
2025-11-22T01:00:29.219393,REST,medium,angular/angular,72,909.69,62566,200
2025-11-22T01:00:30.165799,REST,medium,django/django,31,845.43,39202,200
2025-11-22T01:00:30.575393,GraphQL,simple,vuejs/vue,1,308.38,281,200
2025-11-22T01:00:31.474167,REST,medium,vuejs/vue,11,796.71,40393,200
2025-11-22T01:00:31.950710,GraphQL,simple,facebook/react,2,374.62,256,200
2025-11-22T01:00:32.513093,GraphQL,medium,angular/angular,45,461.08,1758,200
2025-11-22T01:00:33.541439,REST,medium,python/cpython,50,926.31,50604,200
2025-11-22T01:00:33.974283,GraphQL,simple,torvalds/linux,49,331.12,224,200
2025-11-22T01:00:35.696728,REST,complex,facebook/react,86,1619.33,31268,200
2025-11-22T01:00:36.217041,REST,simple,vuejs/vue,73,418.69,5887,200
2025-11-22T01:00:37.483078,GraphQL,complex,nodejs/node,80,1165.12,1297,200
2025-11-22T01:00:39.135873,REST,complex,facebook/react,60,1549.39,31268,200
2025-11-22T01:00:40.724929,REST,complex,django/django,87,1485.99,28590,200
2025-11-22T01:00:41.144188,GraphQL,simple,vuejs/vue,9,318.11,281,200
2025-11-22T01:00:41.794453,GraphQL,simple,microsoft/vscode,10,548.86,228,200
2025-11-22T01:00:43.391459,REST,medium,microsoft/vscode,40,1495.07,87734,200
2025-11-22T01:00:44.341391,GraphQL,medium,microsoft/vscode,30,848.05,1589,200
2025-11-22T01:00:44.892436,GraphQL,medium,vuejs/vue,16,449.46,1808,200
2025-11-22T01:00:46.292146,REST,complex,torvalds/linux,15,1296.68,24019,200
2025-11-22T01:00:48.188250,GraphQL,complex,angular/angular,18,1794.38,1163,200
2025-11-22T01:00:48.874588,GraphQL,medium,tensorflow/tensorflow,81,584.68,2204,200
2025-11-22T01:00:50.348113,REST,complex,torvalds/linux,72,1371.41,24019,200
2025-11-22T01:00:50.893551,REST,simple,nodejs/node,34,443.65,5975,200
2025-11-22T01:00:53.495597,REST,complex,microsoft/vscode,48,2499.16,44432,200
2025-11-22T01:00:54.443382,REST,medium,django/django,37,845.36,39202,200
2025-11-22T01:00:54.953340,REST,simple,kubernetes/kubernetes,59,408.28,6538,200
2025-11-22T01:00:55.467025,REST,simple,vuejs/vue,74,412.58,5887,200
2025-11-22T01:00:55.983495,REST,simple,django/django,32,415.12,6147,200
2025-11-22T01:00:56.497720,REST,simple,vuejs/vue,90,412.65,5887,200
2025-11-22T01:00:56.967243,GraphQL,simple,kubernetes/kubernetes,63,367.83,258,200
2025-11-22T01:00:58.612289,REST,complex,django/django,34,1541.31,28590,200
2025-11-22T01:00:59.269697,GraphQL,simple,microsoft/vscode,48,555.99,228,200
2025-11-22T01:01:00.218620,REST,medium,vuejs/vue,3,847.21,40393,200
2025-11-22T01:01:01.140313,GraphQL,complex,angular/angular,52,820.34,1163,200
2025-11-22T01:01:01.619257,REST,simple,torvalds/linux,11,377.61,5016,200
2025-11-22T01:01:03.477508,REST,complex,facebook/react,91,1755.37,31268,200
2025-11-22T01:01:04.494406,GraphQL,complex,tensorflow/tensorflow,35,915.5,1433,200
2025-11-22T01:01:06.648118,REST,complex,python/cpython,76,2050.58,32734,200
2025-11-22T01:01:08.359902,REST,complex,python/cpython,85,1609.5,32734,200
2025-11-22T01:01:08.901441,REST,simple,facebook/react,62,441.04,6156,200
